,ID,gender,car,realty,children_count,income_amount,income_type,education_type,family_status,housing_type,mobile,work_phone,phone,email,occupation_type,family_members,status,age,working_yr
3189,5028442,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2.0,0.0,42,9
3190,5028443,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2.0,0.0,42,9
3191,5028444,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2.0,0.0,42,9
3192,5028445,F,Y,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1.0,0.0,49,7
3193,5028446,F,Y,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1.0,0.0,49,7
3194,5028447,F,Y,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1.0,0.0,49,7
3195,5028448,F,Y,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1.0,0.0,49,7
3196,5028449,F,Y,Y,0,206100.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,,2.0,0.0,55,-1001
3197,5028450,F,Y,Y,0,206100.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,,2.0,0.0,55,-1001
3198,5028451,F,Y,Y,0,206100.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,,2.0,0.0,55,-1001
3199,5028452,F,Y,Y,0,206100.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,,2.0,0.0,55,-1001
3200,5028456,F,N,Y,1,180000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,1,1,Medicine staff,3.0,0.0,39,2
3201,5028457,F,N,Y,1,180000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,1,1,Medicine staff,3.0,0.0,39,2
3202,5028459,F,N,Y,1,180000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,1,1,Medicine staff,3.0,0.0,39,2
3203,5028460,M,Y,Y,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2.0,0.0,45,7
3204,5028462,M,N,Y,0,225000.0,Working,Lower secondary,Married,Municipal apartment,1,1,1,0,,2.0,0.0,28,2
3205,5028463,M,N,Y,0,225000.0,Working,Lower secondary,Married,Municipal apartment,1,1,1,0,,2.0,0.0,28,2
3206,5028464,M,N,Y,0,225000.0,Working,Lower secondary,Married,Municipal apartment,1,1,1,0,,2.0,0.0,28,2
3207,5028465,M,N,Y,0,225000.0,Working,Lower secondary,Married,Municipal apartment,1,1,1,0,,2.0,0.0,28,2
3208,5028466,M,N,Y,0,225000.0,Working,Lower secondary,Married,Municipal apartment,1,1,1,0,,2.0,0.0,28,2
3209,5028467,M,N,Y,0,225000.0,Working,Lower secondary,Married,Municipal apartment,1,1,1,0,,2.0,0.0,28,2
3210,5028468,F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Drivers,4.0,0.0,33,0
3211,5028475,F,N,Y,0,220500.0,Pensioner,Lower secondary,Married,House / apartment,1,0,0,0,,2.0,0.0,59,-1001
3212,5028476,F,N,Y,0,220500.0,Pensioner,Lower secondary,Married,House / apartment,1,0,0,0,,2.0,0.0,59,-1001
3213,5028477,F,N,Y,0,220500.0,Pensioner,Lower secondary,Married,House / apartment,1,0,0,0,,2.0,0.0,59,-1001
3214,5028480,M,N,Y,0,148500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2.0,0.0,23,3
3215,5028484,M,Y,Y,0,405000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Managers,2.0,0.0,44,2
3216,5028486,M,Y,Y,0,405000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Managers,2.0,0.0,44,2
3217,5028487,M,Y,Y,0,405000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Managers,2.0,0.0,44,2
3218,5028489,M,Y,Y,0,405000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Managers,2.0,0.0,44,2
3219,5028494,F,N,N,1,225000.0,Working,Secondary / secondary special,Single / not married,Office apartment,1,0,0,1,Medicine staff,2.0,0.0,44,18
3220,5028497,F,N,Y,1,180000.0,Working,Higher education,Married,House / apartment,1,0,0,1,Core staff,3.0,0.0,25,2
3221,5028498,F,N,N,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Sales staff,1.0,0.0,39,4
3222,5028499,M,Y,Y,0,265500.0,Working,Higher education,Single / not married,House / apartment,1,0,0,1,Core staff,1.0,0.0,27,1
3223,5028500,M,Y,Y,0,265500.0,Working,Higher education,Single / not married,House / apartment,1,0,0,1,Core staff,1.0,0.0,27,1
3224,5028501,M,Y,Y,0,265500.0,Working,Higher education,Single / not married,House / apartment,1,0,0,1,Core staff,1.0,0.0,27,1
3225,5028502,M,Y,Y,0,265500.0,Working,Higher education,Single / not married,House / apartment,1,0,0,1,Core staff,1.0,0.0,27,1
3226,5028503,M,Y,Y,0,265500.0,Working,Higher education,Single / not married,House / apartment,1,0,0,1,Core staff,1.0,0.0,27,1
3227,5028504,F,N,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Accountants,3.0,0.0,38,9
3228,5028506,F,N,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Accountants,3.0,0.0,38,9
3229,5028510,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,Laborers,2.0,0.0,29,1
3230,5028514,F,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2.0,0.0,54,34
3231,5028515,F,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2.0,0.0,54,34
3232,5028516,F,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2.0,0.0,54,34
3233,5028517,F,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2.0,0.0,54,34
3234,5028518,F,Y,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Core staff,2.0,0.0,55,17
3235,5028519,F,Y,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Core staff,2.0,0.0,55,17
3236,5028520,F,Y,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Core staff,2.0,0.0,55,17
3237,5028522,F,Y,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Core staff,2.0,0.0,55,17
3238,5028524,F,Y,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Core staff,2.0,0.0,55,17
3239,5028525,F,Y,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Core staff,2.0,0.0,55,17
3240,5028526,F,Y,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Core staff,2.0,0.0,55,17
3241,5028527,F,Y,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Core staff,2.0,0.0,55,17
3242,5028529,F,N,Y,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0.0,42,0
3243,5028530,F,N,Y,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0.0,42,0
3244,5028531,F,N,Y,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0.0,42,0
3245,5028532,F,N,Y,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0.0,42,0
3246,5028547,M,Y,N,1,292500.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Laborers,2.0,0.0,34,2
3247,5028548,M,Y,N,1,292500.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Laborers,2.0,0.0,34,2
3248,5028549,M,Y,N,1,292500.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Laborers,2.0,0.0,34,2
3249,5028550,M,Y,N,1,292500.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Laborers,2.0,0.0,34,2
3250,5028551,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Core staff,2.0,0.0,42,15
3251,5028552,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Core staff,2.0,0.0,42,15
3252,5028553,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Core staff,2.0,0.0,42,15
3253,5028554,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Core staff,2.0,0.0,42,15
3254,5028555,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Core staff,2.0,0.0,42,15
3255,5028556,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Core staff,2.0,0.0,42,15
3256,5028557,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Core staff,2.0,0.0,42,15
3257,5028558,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Core staff,2.0,0.0,42,15
3258,5028559,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Core staff,2.0,0.0,42,15
3259,5028560,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Core staff,2.0,0.0,42,15
3260,5028561,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Core staff,2.0,0.0,42,15
3261,5028562,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Core staff,2.0,0.0,42,15
3262,5028564,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Core staff,2.0,0.0,42,15
3263,5028568,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Core staff,2.0,0.0,42,15
3264,5028572,F,N,Y,0,112500.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,,2.0,0.0,60,-1001
3265,5028573,F,N,Y,0,112500.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,,2.0,0.0,60,-1001
3266,5028574,F,N,Y,0,112500.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,,2.0,0.0,60,-1001
3267,5028575,F,N,Y,0,112500.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,,2.0,0.0,60,-1001
3268,5028578,F,N,Y,0,112500.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,,2.0,0.0,60,-1001
3269,5028582,M,N,N,0,540000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,2.0,0.0,54,1
3270,5028590,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,HR staff,2.0,0.0,59,5
3271,5028594,F,Y,Y,2,225000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Core staff,4.0,0.0,31,4
3272,5028595,F,Y,Y,2,225000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Core staff,4.0,0.0,31,4
3273,5028598,F,Y,Y,2,225000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Core staff,4.0,0.0,31,4
3274,5028599,F,Y,Y,2,225000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Core staff,4.0,0.0,31,4
3275,5028600,F,Y,Y,2,225000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Core staff,4.0,0.0,31,4
3276,5028601,F,N,Y,2,148500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,4.0,0.0,36,0
3277,5028602,F,N,Y,2,148500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,4.0,0.0,36,0
3278,5028605,M,N,N,2,283500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,4.0,0.0,39,6
3279,5028607,M,N,N,2,283500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,4.0,0.0,39,6
3280,5028611,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,With parents,1,0,1,0,Sales staff,1.0,0.0,29,5
3281,5028612,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,With parents,1,0,1,0,Sales staff,1.0,0.0,29,5
3282,5028614,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,With parents,1,0,1,0,Sales staff,1.0,0.0,29,5
3283,5028615,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,With parents,1,0,1,0,Sales staff,1.0,0.0,29,5
3284,5028617,M,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,1,1,1,0,High skill tech staff,3.0,0.0,25,5
3285,5028621,M,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Drivers,2.0,0.0,39,5
3286,5028628,F,N,N,0,112500.0,Pensioner,Higher education,Widow,House / apartment,1,0,0,1,,1.0,0.0,64,-1001
3287,5028629,F,N,N,0,112500.0,Pensioner,Higher education,Widow,House / apartment,1,0,0,1,,1.0,0.0,64,-1001
3288,5028630,F,N,Y,1,118350.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,Laborers,3.0,0.0,27,2
3289,5028631,M,N,N,0,135000.0,Working,Incomplete higher,Civil marriage,House / apartment,1,0,0,0,Low-skill Laborers,2.0,0.0,30,4
3290,5028632,M,N,N,0,135000.0,Working,Incomplete higher,Civil marriage,House / apartment,1,0,0,0,Low-skill Laborers,2.0,0.0,30,4
3291,5028634,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2.0,0.0,28,7
3292,5028637,F,N,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,1,Managers,2.0,0.0,46,25
3293,5028638,F,N,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,1,Managers,2.0,0.0,46,25
3294,5028639,F,N,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,1,Managers,2.0,0.0,46,25
3295,5028640,F,N,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,1,Managers,2.0,0.0,46,25
3296,5028641,F,N,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,1,Managers,2.0,0.0,46,25
3297,5028643,F,N,Y,0,405000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,2.0,0.0,32,5
3298,5028646,F,N,Y,0,405000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,2.0,0.0,32,5
3299,5028674,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,,2.0,0.0,41,15
3300,5028675,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,,2.0,0.0,41,15
3301,5028676,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,,2.0,0.0,41,15
3302,5028682,F,N,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,1,0,1,0,,2.0,0.0,59,-1001
3303,5028689,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Laborers,2.0,0.0,26,8
3304,5028694,F,Y,Y,1,180000.0,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Core staff,2.0,0.0,50,19
3305,5028695,F,Y,Y,1,180000.0,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Core staff,2.0,0.0,50,19
3306,5028696,F,Y,Y,1,180000.0,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Core staff,2.0,0.0,50,19
3307,5028697,M,Y,N,1,270000.0,Working,Higher education,Married,Rented apartment,1,0,1,0,Laborers,3.0,0.0,29,0
3308,5028698,M,Y,N,1,270000.0,Working,Higher education,Married,Rented apartment,1,0,1,0,Laborers,3.0,0.0,29,0
3309,5028699,M,Y,N,1,270000.0,Working,Higher education,Married,Rented apartment,1,0,1,0,Laborers,3.0,0.0,29,0
3310,5028700,M,Y,N,1,270000.0,Working,Higher education,Married,Rented apartment,1,0,1,0,Laborers,3.0,0.0,29,0
3311,5028701,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,0,Cooking staff,1.0,0.0,37,1
3312,5028702,F,N,Y,0,247500.0,State servant,Higher education,Widow,House / apartment,1,0,0,0,,1.0,0.0,54,16
3313,5028703,F,N,Y,0,247500.0,State servant,Higher education,Widow,House / apartment,1,0,0,0,,1.0,0.0,54,16
3314,5028704,F,N,Y,0,247500.0,State servant,Higher education,Widow,House / apartment,1,0,0,0,,1.0,0.0,54,16
3315,5028706,F,N,Y,0,247500.0,State servant,Higher education,Widow,House / apartment,1,0,0,0,,1.0,0.0,54,16
3316,5028707,F,N,Y,0,247500.0,State servant,Higher education,Widow,House / apartment,1,0,0,0,,1.0,0.0,54,16
3317,5028709,F,N,Y,0,247500.0,State servant,Higher education,Widow,House / apartment,1,0,0,0,,1.0,0.0,54,16
3318,5028710,F,N,Y,0,247500.0,State servant,Higher education,Widow,House / apartment,1,0,0,0,,1.0,0.0,54,16
3319,5028713,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,,2.0,0.0,36,4
3320,5028717,F,N,Y,0,139500.0,Working,Higher education,Married,With parents,1,0,0,1,,2.0,0.0,25,1
3321,5028720,M,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Managers,2.0,0.0,41,3
3322,5028722,M,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Managers,2.0,0.0,41,3
3323,5028723,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2.0,0.0,34,11
3324,5028724,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2.0,0.0,34,11
3325,5028725,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2.0,0.0,34,11
3326,5028726,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2.0,0.0,34,11
3327,5028727,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2.0,0.0,34,11
3328,5028728,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2.0,0.0,34,11
3329,5028729,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2.0,0.0,34,11
3330,5028730,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2.0,0.0,34,11
3331,5028731,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2.0,0.0,34,11
3332,5028732,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2.0,0.0,34,11
3333,5028733,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2.0,0.0,34,11
3334,5028735,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2.0,0.0,34,11
3335,5028736,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2.0,0.0,34,11
3336,5028737,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2.0,0.0,34,11
3337,5028738,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2.0,0.0,34,11
3338,5028739,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2.0,0.0,34,11
3339,5028748,F,Y,N,1,337500.0,Working,Higher education,Married,House / apartment,1,0,0,0,,3.0,0.0,28,7
3340,5028749,F,Y,N,1,337500.0,Working,Higher education,Married,House / apartment,1,0,0,0,,3.0,0.0,28,7
3341,5028761,F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Laborers,2.0,0.0,42,4
3342,5028764,M,N,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,,4.0,0.0,61,3
3343,5028767,M,N,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,,4.0,0.0,61,3
3344,5028768,M,N,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,,4.0,0.0,61,3
3345,5028769,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,,2.0,0.0,55,-1001
3346,5028773,F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,1,0,1,0,Accountants,2.0,0.0,32,4
3347,5028779,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,,2.0,0.0,43,8
3348,5028789,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,,2.0,0.0,62,9
3349,5028804,F,N,Y,0,85500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,,2.0,0.0,61,-1001
3350,5028805,F,N,Y,0,85500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,,2.0,0.0,61,-1001
3351,5028807,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,1,0,0,0,,3.0,0.0,33,1
3352,5028808,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,1,0,0,0,,3.0,0.0,33,1
3353,5028809,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,1,0,0,0,,3.0,0.0,33,1
3354,5028810,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,1,0,0,0,,3.0,0.0,33,1
3355,5028811,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,1,0,0,0,,3.0,0.0,33,1
3356,5028812,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,1,0,0,0,,3.0,0.0,33,1
3357,5028813,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,1,0,0,0,,3.0,0.0,33,1
3358,5028814,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,1,0,0,0,,3.0,0.0,33,1
3359,5028815,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,1,0,0,0,,3.0,0.0,33,1
3360,5028816,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,1,0,0,0,,3.0,0.0,33,1
3361,5028818,F,N,Y,0,450000.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,High skill tech staff,2.0,0.0,48,9
3362,5028820,F,N,Y,0,450000.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,High skill tech staff,2.0,0.0,48,9
3363,5028823,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0.0,50,1
3364,5028824,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0.0,50,1
3365,5028825,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0.0,50,1
3366,5028827,M,N,Y,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2.0,0.0,52,4
3367,5028828,M,N,Y,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2.0,0.0,52,4
3368,5028830,M,N,Y,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2.0,0.0,52,4
3369,5028831,M,N,Y,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2.0,0.0,52,4
3370,5028832,M,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2.0,0.0,40,5
3371,5028833,M,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2.0,0.0,40,5
3372,5028834,M,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2.0,0.0,40,5
3373,5028836,M,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2.0,0.0,40,5
3374,5028838,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,2.0,0.0,43,17
3375,5028846,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,,3.0,0.0,35,3
3376,5028847,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,,3.0,0.0,35,3
3377,5028848,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3.0,0.0,37,8
3378,5028850,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3.0,0.0,37,8
3379,5028851,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3.0,0.0,37,8
3380,5028852,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3.0,0.0,37,8
3381,5028853,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3.0,0.0,37,8
3382,5028854,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3.0,0.0,37,8
3383,5028855,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3.0,0.0,37,8
3384,5028858,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3.0,0.0,37,8
3385,5028863,M,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,,3.0,0.0,45,8
3386,5028864,M,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,,3.0,0.0,45,8
3387,5028865,M,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,,3.0,0.0,45,8
3388,5028866,F,N,Y,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,5.0,0.0,41,4
3389,5028868,F,N,Y,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,5.0,0.0,41,4
3390,5028872,F,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0.0,51,6
3391,5028873,F,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0.0,51,6
3392,5028875,M,N,N,3,126000.0,Working,Secondary / secondary special,Civil marriage,With parents,1,0,0,1,,5.0,0.0,33,3
3393,5028876,M,N,N,3,126000.0,Working,Secondary / secondary special,Civil marriage,With parents,1,0,0,1,,5.0,0.0,33,3
3394,5028878,M,N,N,3,126000.0,Working,Secondary / secondary special,Civil marriage,With parents,1,0,0,1,,5.0,0.0,33,3
