status,gender,car,realty,children_count,income_amount,income_type,education_type,family_status,housing_type,work_phone,phone,email,occupation_type,family_members,age,working_yr
1.0,M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,0,0,0,Drivers,2.0,48.0,8.0
1.0,F,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1,0,High skill tech staff,1.0,33.0,1.1585874627306887
0.0,F,Y,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Accountants,3.0,39.0,6.0
0.0,F,Y,Y,1,234000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,3.0,29.0,4.0
0.0,F,Y,Y,0,162000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Managers,2.0,57.0,1.0
0.0,M,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,42.0,0.0
1.0,F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,High skill tech staff,3.0,30.282811660223626,4.03789125483228
1.0,F,N,Y,0,92795.10406012168,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,2.0,57.59020812024337,2.757731528834807
0.0,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,57.0,3.0
1.0,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Accountants,2.0,55.0,1.0
1.0,M,Y,Y,0,202457.27686670923,Working,Higher education,Married,House / apartment,0,0,0,Drivers,2.0,48.01898805924034,7.9620238815193085
1.0,M,N,N,0,644182.7082935291,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,Managers,2.0,37.206199067882295,2.0
0.0,M,Y,Y,1,247500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,3.0,43.0,10.0
1.0,F,N,N,1,203316.8608445902,Commercial associate,Higher education,Civil marriage,House / apartment,0,0,0,Accountants,3.0,38.363049264262315,7.8184753678688415
0.0,M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,With parents,0,0,0,Drivers,1.0,31.0,2.0
1.0,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,26.0,8.0
1.0,F,N,Y,0,126000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Managers,1.0,38.83981366615136,2.0961118003091848
1.0,F,Y,N,0,180000.0,Working,Higher education,Married,House / apartment,1,1,0,Managers,2.0,36.795280113847944,5.602359943076026
0.0,F,N,Y,1,90000.0,Working,Higher education,Married,House / apartment,0,0,0,Laborers,3.0,28.0,6.0
0.0,F,N,Y,0,540000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,1,0,Nan,1.0,57.0,0.0
0.0,M,Y,N,2,450000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Drivers,4.0,41.0,19.0
0.0,M,N,Y,2,99000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,4.0,38.0,2.0
1.0,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Drivers,2.0,44.19787847473372,2.0659594915779067
1.0,F,Y,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,4.0,38.0,6.88599539350891
0.0,F,N,N,0,234000.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,Laborers,1.0,60.0,28.0
1.0,F,N,Y,0,92828.51581845433,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,2.0,57.657031636908656,2.7428818584647434
1.0,F,N,Y,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Core staff,1.0,37.03681461047011,2.88955616858967
0.0,F,N,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,2.0,61.0,40.0
0.0,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,0,1,0,Laborers,2.0,52.0,7.0
1.0,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,3.0,35.63330814802181,9.638109629701823
0.0,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Cooking staff,2.0,44.0,4.0
1.0,M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,0,0,0,Drivers,2.0,48.0,8.0
1.0,F,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,Nan,2.0,37.0,1.0
0.0,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Managers,2.0,40.0,2.0
1.0,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Accountants,3.0,29.478782917550785,5.915131670203138
1.0,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Accountants,3.0,33.327121705697564,2.4953412792731706
0.0,F,Y,Y,0,225000.0,State servant,Higher education,Separated,House / apartment,0,0,0,Managers,1.0,50.0,7.0
0.0,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,48.0,4.0
1.0,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,50.0,13.774260177252959
0.0,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,Municipal apartment,0,0,0,Nan,2.0,45.0,6.0
0.0,F,N,N,0,180000.0,Working,Higher education,Married,House / apartment,0,0,0,Accountants,2.0,27.0,1.0
0.0,F,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Nan,1.0,57.0,13.0
0.0,F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,0,0,0,Sales staff,1.0,21.0,2.0
0.0,F,Y,N,1,166500.0,State servant,Higher education,Married,House / apartment,0,0,0,Medicine staff,3.0,39.0,15.0
0.0,F,N,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2.0,54.0,9.0
1.0,F,N,Y,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Cooking staff,2.0,36.06600361832011,0.7048566259542697
1.0,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Laborers,2.0,31.217300510530112,0.0
0.0,M,N,Y,0,135000.0,Working,Higher education,Married,With parents,1,1,0,Nan,2.0,40.0,8.0
1.0,M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,0,0,0,Drivers,2.0,48.0,8.0
1.0,F,N,Y,3,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,5.0,33.0,1.0
0.0,M,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,3.0,24.0,1.0
0.0,F,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,3.0,38.0,0.0
0.0,M,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,1,1,0,High skill tech staff,3.0,25.0,5.0
1.0,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Accountants,2.0,41.95106920595758,13.748217990070694
0.0,F,Y,Y,0,126000.0,Working,Lower secondary,Married,With parents,0,1,0,Core staff,2.0,32.0,0.0
1.0,F,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Laborers,2.0,45.0,1.0
0.0,M,N,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Drivers,2.0,59.0,8.0
0.0,F,Y,N,1,45000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3.0,29.0,11.0
0.0,M,N,N,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,Core staff,1.0,27.0,0.0
1.0,F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Laborers,2.0,47.30897994284626,6.490867478567346
0.0,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Security staff,2.0,64.0,3.0
0.0,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,59.0,6.0
0.0,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3.0,43.0,8.0
1.0,M,Y,Y,0,450000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,Managers,4.0,48.0,11.0
0.0,F,Y,N,1,184500.0,Working,Higher education,Separated,With parents,1,0,0,Core staff,2.0,36.0,12.0
1.0,F,N,Y,0,67500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,1,0,Core staff,1.0,45.795999401110436,1.0
1.0,F,N,Y,0,67500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,1,0,Core staff,1.0,49.5515883546081,3.0337359503445605
1.0,F,N,Y,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Core staff,1.0,31.927555992042635,0.7039365702918049
1.0,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,3.0,28.462429011345453,3.641619340896968
0.0,F,N,N,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,4.0,36.0,8.0
0.0,F,N,Y,0,171000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,0,0,0,Laborers,1.0,46.0,1.0
0.0,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,43.0,0.0
1.0,F,N,Y,0,270000.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Sales staff,1.0,28.0,2.6120918603070242
1.0,F,N,Y,0,157500.0,Working,Secondary / secondary special,Civil marriage,Office apartment,0,1,0,Nan,2.0,31.76214495554279,8.304857982217117
1.0,M,Y,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,High skill tech staff,4.0,37.69465429993073,12.21679257995844
0.0,F,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,1,0,0,Sales staff,1.0,28.0,7.0
1.0,F,Y,Y,0,256500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,Accountants,2.0,32.59527858526847,3.855817856373974
0.0,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Accountants,2.0,40.0,2.0
1.0,F,N,Y,1,202500.0,Working,Higher education,Married,House / apartment,0,1,0,Nan,2.0,29.0,3.0
1.0,F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,0,0,0,Sales staff,1.0,52.61698912437887,1.915054378105661
0.0,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Sales staff,2.0,43.0,11.0
1.0,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,2.0,42.0,5.406793074032128
0.0,M,Y,N,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Drivers,4.0,40.0,14.0
0.0,M,N,Y,0,180000.0,Commercial associate,Higher education,Separated,House / apartment,0,0,0,Core staff,1.0,28.0,0.0
1.0,F,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Cooking staff,2.0,51.0,2.0
1.0,M,N,Y,1,126000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Nan,3.0,33.29504857131308,2.8851457139392553
0.0,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,HR staff,2.0,47.0,6.0
1.0,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,High skill tech staff,2.0,57.6516696833984,1.3788099547712003
0.0,M,N,N,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Laborers,2.0,38.0,0.0
0.0,F,N,N,0,180000.0,State servant,Incomplete higher,Married,House / apartment,0,0,0,Core staff,2.0,28.0,8.0
1.0,M,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,39.66092138080557,3.0
0.0,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,1,Sales staff,2.0,27.0,3.0
1.0,F,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1,0,High skill tech staff,1.0,33.0,3.0
0.0,M,Y,Y,2,337500.0,State servant,Secondary / secondary special,Married,Office apartment,0,0,0,Laborers,4.0,35.0,10.0
0.0,F,N,N,0,135000.0,Commercial associate,Higher education,Married,With parents,0,0,1,Core staff,2.0,42.0,1.0
1.0,M,Y,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,4.0,40.0,6.0
1.0,M,N,Y,1,126000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Nan,3.0,34.0,5.0
0.0,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Cooking staff,2.0,43.0,8.0
0.0,M,Y,Y,1,337500.0,Working,Higher education,Married,House / apartment,0,0,1,Managers,3.0,34.0,15.0
1.0,F,N,N,1,205138.50215167584,Working,Higher education,Civil marriage,House / apartment,0,0,0,Accountants,3.0,37.931669057417594,8.654664754065927
0.0,M,N,N,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2.0,51.0,23.0
1.0,M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2.0,42.71415390317956,4.190256505299262
0.0,F,N,Y,0,81000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Medicine staff,1.0,27.0,7.0
1.0,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Security staff,2.0,52.496733335530905,3.687091666941363
1.0,M,Y,Y,2,315000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Laborers,1.0,32.0,0.0
0.0,F,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,High skill tech staff,4.0,41.0,18.0
1.0,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Accountants,3.0,29.0,4.0
0.0,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,With parents,0,0,0,Core staff,2.0,44.0,8.0
1.0,M,N,Y,0,315000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,1,Laborers,1.0,28.0,1.0
0.0,F,N,Y,2,85500.0,Working,Higher education,Married,House / apartment,0,0,0,Nan,4.0,33.0,1.0
1.0,F,N,Y,0,157500.0,Working,Secondary / secondary special,Civil marriage,Office apartment,0,1,0,Nan,2.0,36.0,10.0
1.0,F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,High skill tech staff,2.0,29.631958779654482,3.0
1.0,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,0,0,0,Core staff,1.0,29.0,5.406170125884858
1.0,F,N,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Laborers,2.0,52.43366835882887,6.911557811771823
0.0,M,Y,Y,0,180000.0,Working,Higher education,Married,House / apartment,0,0,0,Nan,2.0,59.0,12.0
1.0,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,3.0,28.01019911360786,3.340132742405241
0.0,F,N,Y,0,130500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2.0,34.0,9.0
0.0,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,1,Nan,1.0,44.0,16.0
1.0,M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,0,0,0,Drivers,2.0,48.0,8.0
1.0,M,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,37.78355182168783,4.337663866265871
0.0,F,N,N,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Waiters/barmen staff,2.0,31.0,9.0
1.0,M,N,N,0,405000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,0,0,0,Sales staff,1.0,39.099277625120074,2.8498796041866785
0.0,F,N,N,0,202500.0,State servant,Higher education,Married,House / apartment,0,0,0,Nan,2.0,46.0,11.0
1.0,M,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,0,0,0,Nan,2.0,32.94628036451337,9.3570242916107
0.0,M,N,Y,0,270000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,High skill tech staff,2.0,42.0,4.0
1.0,M,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,1.0,51.24925763746228,4.136498611370495
0.0,M,Y,Y,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3.0,44.0,0.0
1.0,M,N,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,3.0,28.0,4.0
1.0,F,N,Y,0,270000.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Sales staff,1.0,29.939804939777037,0.7067967068153089
1.0,M,N,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,1,Laborers,2.0,52.094923004107706,3.6350256652974315
0.0,M,Y,Y,1,247500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,3.0,32.0,9.0
1.0,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,49.0,9.0
0.0,F,Y,Y,1,180000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,Core staff,3.0,27.0,8.0
1.0,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,47.0,8.0
1.0,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2.0,28.750274968218882,2.0939218551368017
0.0,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,47.0,8.0
1.0,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2.0,54.34686358918188,2.04059076754563
0.0,F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Accountants,3.0,34.0,1.0
1.0,F,Y,Y,0,73325.32149441025,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,2.0,43.06161121352706,3.2396747641139525
0.0,M,Y,Y,3,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,1,Nan,5.0,43.0,13.0
0.0,F,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,0,0,1,Sales staff,2.0,39.0,2.0
1.0,F,Y,N,1,108000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,Sales staff,3.0,47.0,2.0
0.0,M,Y,N,1,337500.0,State servant,Higher education,Married,House / apartment,0,0,0,Nan,3.0,35.0,9.0
1.0,M,N,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,3.0,29.0,2.751332513827161
0.0,F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Laborers,1.0,51.0,2.0
0.0,M,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Nan,3.0,29.0,5.0
0.0,F,Y,Y,0,153000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,2.0,41.0,0.0
0.0,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,Core staff,2.0,46.0,2.0
1.0,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,27.221902599446032,1.1479350662973553
0.0,F,Y,N,1,360000.0,Working,Higher education,Widow,House / apartment,0,0,1,Managers,2.0,45.0,11.0
1.0,M,N,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2.0,29.0,2.0
1.0,F,N,Y,0,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Core staff,1.0,51.0,1.985307716057438
1.0,F,N,Y,1,202500.0,Working,Incomplete higher,Married,House / apartment,0,1,0,Sales staff,2.0,27.051650982682606,5.948349017317394
0.0,F,N,Y,0,193500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Nan,1.0,50.0,26.0
1.0,M,Y,Y,0,194572.4126681903,Working,Higher education,Married,House / apartment,0,0,0,Drivers,2.0,49.42988355758709,15.084303686774277
1.0,F,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,39.463446655844066,13.935016277056114
0.0,F,N,N,1,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Cooking staff,3.0,41.0,9.0
1.0,M,N,Y,1,180000.0,Working,Lower secondary,Married,House / apartment,1,0,0,Nan,3.0,30.73040292485623,3.8934065809265146
0.0,F,N,N,0,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Laborers,2.0,51.0,29.0
0.0,F,Y,Y,0,360000.0,State servant,Higher education,Separated,House / apartment,0,0,0,Core staff,1.0,52.0,5.0
0.0,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,3.0,36.0,4.0
0.0,F,Y,Y,3,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,High skill tech staff,5.0,31.0,1.0
0.0,M,N,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,Nan,4.0,61.0,3.0
1.0,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Security staff,2.0,55.0,1.0
0.0,M,Y,Y,1,225000.0,Working,Higher education,Married,House / apartment,0,0,0,Core staff,3.0,36.0,13.0
1.0,F,Y,N,2,162000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,1,0,Core staff,4.0,26.0,2.0
0.0,F,N,Y,1,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,1,0,Managers,3.0,28.0,7.0
1.0,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,31.038819163778655,4.2465829965343875
0.0,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,57.0,3.0
0.0,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,Private service staff,2.0,38.0,7.0
1.0,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,House / apartment,0,0,0,Core staff,1.0,31.924834431049263,3.830066227580295
1.0,F,N,Y,0,67500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,1,0,Core staff,1.0,51.0,2.0912123157528986
0.0,F,N,Y,0,180000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Core staff,2.0,44.0,20.0
0.0,F,Y,N,1,387000.0,Working,Higher education,Married,House / apartment,0,0,0,Managers,3.0,36.0,7.0
1.0,F,N,Y,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Core staff,1.0,36.73276568109341,12.129359767653892
0.0,F,N,N,0,121500.0,Working,Secondary / secondary special,Separated,House / apartment,0,1,0,Nan,1.0,45.0,7.0
0.0,F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,4.0,34.0,4.0
1.0,M,N,N,1,360000.0,Working,Higher education,Married,House / apartment,1,1,0,Managers,3.0,30.0,1.0
1.0,M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,0,0,0,Drivers,2.0,48.0,8.0
0.0,M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,1,Security staff,2.0,57.0,0.0
1.0,F,N,N,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,0,0,0,Security staff,1.0,51.21024673116822,8.948766344158905
1.0,F,N,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Managers,2.0,32.33297783565172,13.0
1.0,M,Y,Y,2,315000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Laborers,4.0,32.0,0.0
1.0,F,N,Y,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,Drivers,1.0,28.981053078179055,3.3080707709054074
0.0,F,N,Y,0,99000.0,State servant,Higher education,Married,Municipal apartment,0,1,0,Core staff,2.0,64.0,0.0
0.0,F,N,Y,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Laborers,1.0,41.0,9.0
0.0,F,N,N,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Sales staff,2.0,38.0,3.0
1.0,F,Y,Y,0,78441.75342768779,Working,Higher education,Married,House / apartment,0,0,0,Nan,2.0,43.68499238291604,6.253491621207645
1.0,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Accountants,3.0,29.15836404669756,4.633456186790237
1.0,F,N,Y,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Core staff,1.0,37.92701223049443,2.182469423763936
0.0,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3.0,46.0,4.0
1.0,F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,3.0,54.841550206184614,3.7070393402092314
0.0,F,N,Y,3,202500.0,State servant,Higher education,Married,House / apartment,0,1,0,Core staff,5.0,35.0,3.0
1.0,M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,3.0,32.60152831449728,1.9335880524162132
0.0,M,Y,N,0,306000.0,Working,Higher education,Married,House / apartment,1,0,0,Accountants,2.0,35.0,7.0
1.0,F,N,Y,0,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Core staff,1.0,49.052518599135205,0.026259299567602312
1.0,M,Y,Y,1,337500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Managers,3.0,36.48087114982792,4.56010889372849
0.0,F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Sales staff,3.0,33.0,8.0
0.0,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,0,1,0,Core staff,2.0,47.0,8.0
0.0,M,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,With parents,0,0,0,Sales staff,2.0,46.0,11.0
1.0,M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,0,0,0,Drivers,2.0,48.0,8.0
0.0,F,Y,Y,0,306000.0,Working,Higher education,Married,House / apartment,0,0,0,Managers,2.0,37.0,3.0
0.0,F,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,Nan,2.0,47.0,3.0
1.0,F,N,Y,0,270000.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Sales staff,1.0,28.0,5.67022595278127
1.0,M,Y,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,Managers,4.0,53.31165623366436,11.558281168321807
0.0,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,3.0,48.0,4.0
1.0,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Security staff,2.0,55.0,1.0
1.0,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Security staff,2.0,61.763640959456744,2.0675311544409305
0.0,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,0,0,0,Accountants,1.0,59.0,13.0
1.0,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Security staff,2.0,54.0,4.0
